group,n,base_rate,selection_rate,TPR,FPR,FNR,precision,AUC,mean_pred,calibration_ratio
yes,81422,0.11100194050747955,0.05274987104222446,0.42608984288559415,0.00613395225464191,0.5739101571144059,0.8966239813736904,0.8479745141424684,0.0850914476726405,1.3045017277708164
no,361483,0.021403496153346076,0.0003734615459094895,0.014346645986816595,6.78452901234219e-05,0.9856533540131834,0.8222222222222222,0.7078778374040621,0.008685365791695127,2.4643171821055505
